"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0540639053952633,4,325,5.96949263502455,"Positive regulation of cytosolic calcium ion concentration "," http://amigo.geneontology.org/amigo/term/GO:0007204"," GLP1R  PKD2  HTT  CACNA1C"
0.0540639053952633,2,48,20.209219858156,"Positive regulation of protein dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0035307"," VRK3  PIN1"
0.0540639053952633,4,324,5.98791699500919,"Regulation of developmental growth "," http://amigo.geneontology.org/amigo/term/GO:0048638"," TNKS2  PIN1  CDK5R1  PRKDC"
0.0540639053952633,3,161,9.03766353905114,"Regulation of calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1903169"," PKD2  HTT  CACNA1C"
0.0553219039934389,2,49,19.7967867998263,"Thymus development "," http://amigo.geneontology.org/amigo/term/GO:0048538"," CCNB2  PRKDC"
0.0571754595473022,2,50,19.4008510638298,"Metal ion export "," http://amigo.geneontology.org/amigo/term/GO:0070839"," KCND3  KCNE1"
0.0577894689223496,6,772,3.76959541395656,"Cellular response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901699"," GLP1R  PKD2  PARP1  CDK5R1  KCNE1  PRKDC"
0.0582884210312693,4,335,5.79129882502382,"Regulation of protein stability "," http://amigo.geneontology.org/amigo/term/GO:0031647"," PIN1  CCNH  HTT  PRKDC"
0.0582884210312693,2,51,19.020442219441,"Protein destabilization "," http://amigo.geneontology.org/amigo/term/GO:0031648"," HTT  PRKDC"
0.0585236034607066,3,168,8.66109422492401,"Calcium ion transport into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0060402"," PKD2  HTT  CACNA1C"
0.0594384952078522,1,3,161.673758865248,"Re-entry into mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0000320"," CCND1"
0.0594384952078522,1,3,161.673758865248,"Detection of nodal flow "," http://amigo.geneontology.org/amigo/term/GO:0003127"," PKD2"
0.0594384952078522,1,3,161.673758865248,"Spindle assembly involved in female meiosis I "," http://amigo.geneontology.org/amigo/term/GO:0007057"," CCNB2"
0.0594384952078522,1,3,161.673758865248,"Courtship behavior "," http://amigo.geneontology.org/amigo/term/GO:0007619"," THRB"
0.0594384952078522,1,3,161.673758865248,"Detection of endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009726"," PKD2"
0.0594384952078522,2,57,17.0182904068682,"Response to gamma radiation "," http://amigo.geneontology.org/amigo/term/GO:0010332"," PARP1  PRKDC"
0.0594384952078522,2,56,17.322188449848,"Positive regulation of calcium ion transport into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0010524"," PKD2  HTT"
0.0594384952078522,2,54,17.9637509850276,"Regulation of cardiac muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0010611"," PIN1  PARP1"
0.0594384952078522,2,57,17.0182904068682,"Regulation of muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0014743"," PIN1  PARP1"
0.0594384952078522,5,551,4.40128200177627,"Dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0016311"," VRK3  EPHX2  PIN1  CA3  HTT"
0.0594384952078522,4,347,5.59102336133423,"Peptidyl-serine modification "," http://amigo.geneontology.org/amigo/term/GO:0018209"," VRK3  PARP1  CDK5R1  PRKDC"
0.0594384952078522,1,3,161.673758865248,"Peptidyl-serine ADP-ribosylation "," http://amigo.geneontology.org/amigo/term/GO:0018312"," PARP1"
0.0594384952078522,1,3,161.673758865248,"DNA ADP-ribosylation "," http://amigo.geneontology.org/amigo/term/GO:0030592"," PARP1"
0.0594384952078522,1,3,161.673758865248,"Small-subunit processome assembly "," http://amigo.geneontology.org/amigo/term/GO:0034462"," PRKDC"
0.0594384952078522,3,170,8.55919899874844,"Regulation of protein dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0035304"," VRK3  PIN1  HTT"
0.0594384952078522,1,3,161.673758865248,"Vitamin B6 biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0042819"," PDXK"
0.0594384952078522,1,3,161.673758865248,"Pyridoxal phosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042822"," PDXK"
0.0594384952078522,9,1636,2.66820995682256,"Secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," PIK3C3  ARSA  CA9  CCND1  GLP1R  RAB9A  PDXK  TUBB  CACNA1C"
0.0594384952078522,2,54,17.9637509850276,"Cellular response to cAMP "," http://amigo.geneontology.org/amigo/term/GO:0071320"," PKD2  KCNE1"
0.0594384952078522,1,3,161.673758865248,"Cellular response to hydrostatic pressure "," http://amigo.geneontology.org/amigo/term/GO:0071464"," PKD2"
0.0594384952078522,3,181,8.03902668390737,"Positive regulation of protein serine/threonine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0071902"," CCND1  PKD2  CDK5R1"
0.0594384952078522,1,3,161.673758865248,"Kidney smooth muscle tissue development "," http://amigo.geneontology.org/amigo/term/GO:0072194"," PKD2"
0.0594384952078522,1,3,161.673758865248,"Membrane depolarization during Purkinje myocyte cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086047"," SCN5A"
0.0594384952078522,1,3,161.673758865248,"Membrane depolarization during bundle of His cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086048"," SCN5A"
0.0594384952078522,3,177,8.22069960331771,"Receptor signaling pathway via STAT "," http://amigo.geneontology.org/amigo/term/GO:0097696"," THPO  PKD2  CDK5R1"
0.0594384952078522,6,793,3.66977006251509,"Inorganic ion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0098771"," CA12  GLP1R  PKD2  CA7  HTT  CACNA1C"
0.0594384952078522,2,52,18.6546644844517,"Regulation of action potential "," http://amigo.geneontology.org/amigo/term/GO:0098900"," SCN5A  CACNA1C"
0.0594384952078522,1,3,161.673758865248,"Regulation of single strand break repair "," http://amigo.geneontology.org/amigo/term/GO:1903516"," PARP1"
0.0594384952078522,3,178,8.17451589768109,"Positive regulation of cation transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1904064"," PKD2  KCNE1  HTT"
0.0594384952078522,1,3,161.673758865248,"Regulation of CAMKK-AMPK signaling cascade "," http://amigo.geneontology.org/amigo/term/GO:1905289"," HTT"
0.0594384952078522,1,3,161.673758865248,"Regulation of aggrephagy "," http://amigo.geneontology.org/amigo/term/GO:1905335"," HTT"
0.0594384952078522,1,3,161.673758865248,"Positive regulation of aggrephagy "," http://amigo.geneontology.org/amigo/term/GO:1905337"," HTT"
0.0594384952078522,1,3,161.673758865248,"Negative regulation of ATP biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:2001170"," PARP1"
0.0611315639883443,4,361,5.37419697058997,"Muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0006936"," KCND3  KCNE1  SCN5A  CACNA1C"
0.0611315639883443,2,58,16.7248716067498,"Telomere capping "," http://amigo.geneontology.org/amigo/term/GO:0016233"," TNKS2  PRKDC"
0.0611315639883443,4,361,5.37419697058997,"Regulation of cytosolic calcium ion concentration "," http://amigo.geneontology.org/amigo/term/GO:0051480"," GLP1R  PKD2  HTT  CACNA1C"
0.0632341875907625,5,581,4.17402131321639,"Regulation of protein transport "," http://amigo.geneontology.org/amigo/term/GO:0051223"," PIK3C3  GLP1R  CDK5R1  KCNE1  CACNA1C"
0.0633275248338322,5,583,4.15970220064961,"Heart development "," http://amigo.geneontology.org/amigo/term/GO:0007507"," PKD2  PIN1  SCN5A  PRKDC  CACNA1C"
0.0633275248338322,2,60,16.1673758865248,"Protein homotetramerization "," http://amigo.geneontology.org/amigo/term/GO:0051289"," GLS  PKD2"
0.0633275248338322,2,60,16.1673758865248,"Cell communication involved in cardiac conduction "," http://amigo.geneontology.org/amigo/term/GO:0086065"," SCN5A  CACNA1C"
0.0655519102390528,5,589,4.11732832424231,"Regulation of cellular protein localization "," http://amigo.geneontology.org/amigo/term/GO:1903827"," PIN1  PARP1  CCNE2  CDK5R1  KCNE1"
0.0682164809863469,3,194,7.50032901952182,"Positive regulation of ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0034767"," PKD2  KCNE1  HTT"
0.0682164809863469,3,194,7.50032901952182,"Cytosolic calcium ion transport "," http://amigo.geneontology.org/amigo/term/GO:0060401"," PKD2  HTT  CACNA1C"
0.0682164809863469,2,63,15.3975008443094,"Export across plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0140115"," KCND3  KCNE1"
0.0689452005402371,1,4,121.255319148936,"Glutamine catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006543"," GLS"
0.0689452005402371,1,4,121.255319148936,"Negative regulation of female receptivity "," http://amigo.geneontology.org/amigo/term/GO:0007621"," THRB"
0.0689452005402371,1,4,121.255319148936,"G2/MI transition of meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0008315"," CCNB2"
0.0689452005402371,7,1121,3.02867880122231,"Response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0010243"," PIK3C3  CCND1  GLP1R  PKD2  PARP1  KCNE1  PRKDC"
0.0689452005402371,2,64,15.156914893617,"Positive regulation of dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0035306"," VRK3  PIN1"
0.0689452005402371,2,65,14.9237315875614,"Positive regulation of neuron apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0043525"," PIN1  CDK5R1"
0.0689452005402371,2,66,14.6976144422953,"Artery morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048844"," PKD2  HPGD"
0.0689452005402371,3,197,7.38611081110271,"Protein homooligomerization "," http://amigo.geneontology.org/amigo/term/GO:0051260"," GLS  PKD2  KCND3"
0.0689452005402371,5,609,3.98211228732138,"Regulation of establishment of protein localization "," http://amigo.geneontology.org/amigo/term/GO:0070201"," PIK3C3  GLP1R  CDK5R1  KCNE1  CACNA1C"
0.0689452005402371,1,4,121.255319148936,"Ascending thin limb development "," http://amigo.geneontology.org/amigo/term/GO:0072021"," PKD2"
0.0689452005402371,1,4,121.255319148936,"Metanephric ascending thin limb development "," http://amigo.geneontology.org/amigo/term/GO:0072218"," PKD2"
0.0689452005402371,1,4,121.255319148936,"Purkinje myocyte action potential "," http://amigo.geneontology.org/amigo/term/GO:0086017"," SCN5A"
0.0689452005402371,1,4,121.255319148936,"Double-strand break repair via alternative nonhomologous end joining "," http://amigo.geneontology.org/amigo/term/GO:0097681"," PRKDC"
0.0689452005402371,3,199,7.31187854164439,"Meiotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0140013"," CCNA1  CCNB2  CCNE2"
0.0689452005402371,1,4,121.255319148936,"Retinal cell apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:1990009"," THRB"
0.0689452005402371,1,4,121.255319148936,"ATP generation from poly-ADP-D-ribose "," http://amigo.geneontology.org/amigo/term/GO:1990966"," PARP1"
0.0689452005402371,3,197,7.38611081110271,"Regulation of cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:2001257"," PKD2  KCNE1  HTT"
0.0697465675144919,4,389,4.98736531203851,"Response to metal ion "," http://amigo.geneontology.org/amigo/term/GO:0010038"," CCND1  PKD2  PARP1  SCN5A"
0.0701908465362824,2,67,14.4782470625595,"Regulation of telomere maintenance via telomere lengthening "," http://amigo.geneontology.org/amigo/term/GO:1904356"," TNKS2  PARP1"
0.0728339685535567,3,206,7.06341664945259,"Transforming growth factor beta receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007179"," PIN1  PARP1  HPGD"
0.0734479900301681,4,397,4.88686424781607,"Neuron death "," http://amigo.geneontology.org/amigo/term/GO:0070997"," PIN1  PARP1  THRB  CDK5R1"
0.0734479900301681,3,207,7.02929386370645,"Cellular response to metal ion "," http://amigo.geneontology.org/amigo/term/GO:0071248"," PKD2  PARP1  SCN5A"
0.0738599178282333,5,625,3.88017021276596,"Positive regulation of apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0043065"," PIN1  HPGD  CDK5R1  HTT  PRKDC"
0.0753769588452202,3,210,6.92887537993921,"Response to ketone "," http://amigo.geneontology.org/amigo/term/GO:1901654"," CA9  CCND1  PARP1"
0.0756799520436448,1,5,97.0042553191489,"Somatic diversification of T cell receptor genes "," http://amigo.geneontology.org/amigo/term/GO:0002568"," PRKDC"
0.0756799520436448,1,5,97.0042553191489,"Somatic recombination of T cell receptor gene segments "," http://amigo.geneontology.org/amigo/term/GO:0002681"," PRKDC"
0.0756799520436448,1,5,97.0042553191489,"Spindle assembly involved in female meiosis "," http://amigo.geneontology.org/amigo/term/GO:0007056"," CCNB2"
0.0756799520436448,6,889,3.27348443146734,"Regulation of cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:0010564"," PIK3C3  CCND1  PKD2  PIN1  CCNB3  TUBB"
0.0756799520436448,1,5,97.0042553191489,"Hindbrain maturation "," http://amigo.geneontology.org/amigo/term/GO:0021578"," CDK5R1"
0.0756799520436448,1,5,97.0042553191489,"Positive regulation of cellular pH reduction "," http://amigo.geneontology.org/amigo/term/GO:0032849"," CA7"
0.0756799520436448,1,5,97.0042553191489,"T cell receptor V(D)J recombination "," http://amigo.geneontology.org/amigo/term/GO:0033153"," PRKDC"
0.0756799520436448,1,5,97.0042553191489,"Calcium-mediated signaling using extracellular calcium source "," http://amigo.geneontology.org/amigo/term/GO:0035585"," CACNA1C"
0.0756799520436448,1,5,97.0042553191489,"Myofibroblast differentiation "," http://amigo.geneontology.org/amigo/term/GO:0036446"," PARP1"
0.0756799520436448,1,5,97.0042553191489,"Thrombopoietin-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038163"," THPO"
0.0756799520436448,1,5,97.0042553191489,"Vitamin B6 metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042816"," PDXK"
0.0756799520436448,5,640,3.78922872340426,"Positive regulation of programmed cell death "," http://amigo.geneontology.org/amigo/term/GO:0043068"," PIN1  HPGD  CDK5R1  HTT  PRKDC"
0.0756799520436448,3,213,6.83128558585556,"Positive regulation of DNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051054"," TNKS2  PARP1  PRKDC"
0.0756799520436448,1,5,97.0042553191489,"Type I pneumocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0060509"," THRB"
0.0756799520436448,1,5,97.0042553191489,"Metanephric loop of Henle development "," http://amigo.geneontology.org/amigo/term/GO:0072236"," PKD2"
0.0756799520436448,1,5,97.0042553191489,"Membrane depolarization during SA node cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086046"," SCN5A"
0.0756799520436448,1,5,97.0042553191489,"Glutamate homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0090461"," GLS"
0.0756799520436448,1,5,97.0042553191489,"Hypoxia-inducible factor-1alpha signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0097411"," PDK1"
0.0756799520436448,3,215,6.76773874319644,"Meiotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903046"," CCNA1  CCNB2  CCNE2"
0.0756799520436448,2,74,13.1086831512363,"Positive regulation of calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1904427"," PKD2  HTT"
0.0756799520436448,1,5,97.0042553191489,"Regulation of lipophagy "," http://amigo.geneontology.org/amigo/term/GO:1904502"," HTT"
0.0756799520436448,1,5,97.0042553191489,"Positive regulation of lipophagy "," http://amigo.geneontology.org/amigo/term/GO:1904504"," HTT"
0.0756799520436448,1,5,97.0042553191489,"Regulation of myofibroblast differentiation "," http://amigo.geneontology.org/amigo/term/GO:1904760"," PARP1"
0.0767191396246366,2,75,12.9339007092199,"Positive regulation of DNA repair "," http://amigo.geneontology.org/amigo/term/GO:0045739"," PARP1  PRKDC"
0.0767191396246366,2,75,12.9339007092199,"Negative regulation of ERK1 and ERK2 cascade "," http://amigo.geneontology.org/amigo/term/GO:0070373"," VRK3  PIN1"
0.0771470043509833,5,652,3.71948831745203,"Regulation of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0007346"," CCND1  PKD2  PIN1  CCNB3  TUBB"
0.0771470043509833,2,76,12.7637178051512,"Negative regulation of ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032413"," PKD2  KCNE1"
0.0771470043509833,3,221,6.58399922980649,"Regulation of neuron apoptotic process "," http://amigo.geneontology.org/amigo/term/GO:0043523"," PIN1  PARP1  CDK5R1"
0.0771470043509833,2,76,12.7637178051512,"Regulation of cardiac muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0055117"," SCN5A  CACNA1C"
0.0771470043509833,2,76,12.7637178051512,"Positive regulation of cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:2001259"," PKD2  HTT"
0.0792233494398623,8,1505,2.57818618788436,"Cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," GLP1R  PKD2  PIN1  PARP1  THRB  HPGD  KCNE1  PRKDC"
0.0803559170696462,1,6,80.8368794326241,"Thyroid hormone mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002154"," THRB"
0.0803559170696462,1,6,80.8368794326241,"B cell lineage commitment "," http://amigo.geneontology.org/amigo/term/GO:0002326"," PRKDC"
0.0803559170696462,2,80,12.1255319148936,"Cardiac muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0003300"," PIN1  PARP1"
0.0803559170696462,1,6,80.8368794326241,"Glutamate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006537"," GLS"
0.0803559170696462,1,6,80.8368794326241,"Regulation of SMAD protein complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0010990"," PARP1"
0.0803559170696462,1,6,80.8368794326241,"Negative regulation of nucleotide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0030809"," PARP1"
0.0803559170696462,1,6,80.8368794326241,"Immunoglobulin V(D)J recombination "," http://amigo.geneontology.org/amigo/term/GO:0033152"," PRKDC"
0.0803559170696462,1,6,80.8368794326241,"Ectopic germ cell programmed cell death "," http://amigo.geneontology.org/amigo/term/GO:0035234"," PRKDC"
0.0803559170696462,1,6,80.8368794326241,"Metanephric part of ureteric bud development "," http://amigo.geneontology.org/amigo/term/GO:0035502"," PKD2"
0.0803559170696462,1,6,80.8368794326241,"Mitochondrial DNA repair "," http://amigo.geneontology.org/amigo/term/GO:0043504"," PARP1"
0.0803559170696462,2,79,12.2790196606518,"Response to estrogen "," http://amigo.geneontology.org/amigo/term/GO:0043627"," ARSA  CCND1"
0.0803559170696462,3,227,6.40997281844597,"Maintenance of location in cell "," http://amigo.geneontology.org/amigo/term/GO:0051651"," PKD2  HTT  CACNA1C"
0.0803559170696462,1,6,80.8368794326241,"Regulation of ventricular cardiac muscle cell membrane depolarization "," http://amigo.geneontology.org/amigo/term/GO:0060373"," SCN5A"
0.0803559170696462,1,6,80.8368794326241,"Cellular response to water stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071462"," PKD2"
0.0803559170696462,1,6,80.8368794326241,"Determination of liver left/right asymmetry "," http://amigo.geneontology.org/amigo/term/GO:0071910"," PKD2"
0.0803559170696462,1,6,80.8368794326241,"Metanephric S-shaped body morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0072284"," PKD2"
0.0803559170696462,1,6,80.8368794326241,"Amino acid homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0080144"," GLS"
0.0803559170696462,1,6,80.8368794326241,"Purkinje myocyte to ventricular cardiac muscle cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0086029"," SCN5A"
0.0803559170696462,1,6,80.8368794326241,"Purkinje myocyte to ventricular cardiac muscle cell communication "," http://amigo.geneontology.org/amigo/term/GO:0086068"," SCN5A"
0.0803559170696462,1,6,80.8368794326241,"Negative regulation of protein targeting to membrane "," http://amigo.geneontology.org/amigo/term/GO:0090315"," KCNE1"
0.0803559170696462,1,6,80.8368794326241,"Ductus arteriosus closure "," http://amigo.geneontology.org/amigo/term/GO:0097070"," HPGD"
0.0803559170696462,1,6,80.8368794326241,"Epoxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0097176"," EPHX2"
0.0803559170696462,1,6,80.8368794326241,"Negative regulation of purine nucleotide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1900372"," PARP1"
0.0803559170696462,1,6,80.8368794326241,"Positive regulation of hematopoietic stem cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:1902035"," THPO"
0.0804137516038945,6,942,3.08930749424041,"Positive regulation of phosphorus metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0010562"," THPO  VRK3  CCND1  PKD2  PIN1  CDK5R1"
0.0804137516038945,6,942,3.08930749424041,"Positive regulation of phosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045937"," THPO  VRK3  CCND1  PKD2  PIN1  CDK5R1"
0.0819588179275272,2,83,11.6872596770059,"Striated muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0014897"," PIN1  PARP1"
0.0819588179275272,3,236,6.16552470248828,"Cellular response to inorganic substance "," http://amigo.geneontology.org/amigo/term/GO:0071241"," PKD2  PARP1  SCN5A"
0.0835543123238155,2,84,11.548125633232,"Negative regulation of transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032410"," PKD2  KCNE1"
0.0840485725487146,1,7,69.2887537993921,"Brainstem development "," http://amigo.geneontology.org/amigo/term/GO:0003360"," SCN5A"
0.0840485725487146,3,241,6.03760925222919,"Regulation of G2/M transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0010389"," CCND1  CCNB3  TUBB"
0.0840485725487146,2,85,11.4122653316646,"Muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0014896"," PIN1  PARP1"
0.0840485725487146,1,7,69.2887537993921,"Central nervous system maturation "," http://amigo.geneontology.org/amigo/term/GO:0021626"," CDK5R1"
0.0840485725487146,1,7,69.2887537993921,"Regulation of cellular pH reduction "," http://amigo.geneontology.org/amigo/term/GO:0032847"," CA7"
0.0840485725487146,7,1251,2.71394799054374,"Ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0034220"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0840485725487146,3,245,5.93903603994789,"Positive regulation of transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0034764"," PKD2  KCNE1  HTT"
0.0840485725487146,3,246,5.91489361702128,"Regulation of dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0035303"," VRK3  PIN1  HTT"
0.0840485725487146,5,692,3.50448899274382,"Regulation of growth "," http://amigo.geneontology.org/amigo/term/GO:0040008"," TNKS2  PIN1  CCNB2  CDK5R1  PRKDC"
0.0840485725487146,1,7,69.2887537993921,"Vocal learning "," http://amigo.geneontology.org/amigo/term/GO:0042297"," HTT"
0.0840485725487146,1,7,69.2887537993921,"Positive regulation of action potential "," http://amigo.geneontology.org/amigo/term/GO:0045760"," SCN5A"
0.0840485725487146,1,7,69.2887537993921,"Response to methylmercury "," http://amigo.geneontology.org/amigo/term/GO:0051597"," ARSA"
0.0840485725487146,1,7,69.2887537993921,"Response to hydrostatic pressure "," http://amigo.geneontology.org/amigo/term/GO:0051599"," PKD2"
0.0840485725487146,1,7,69.2887537993921,"Regulation of atrial cardiac muscle cell membrane repolarization "," http://amigo.geneontology.org/amigo/term/GO:0060372"," SCN5A"
0.0840485725487146,1,7,69.2887537993921,"Renal system vasculature morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0061438"," PKD2"
0.0840485725487146,1,7,69.2887537993921,"Kidney vasculature morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0061439"," PKD2"
0.0840485725487146,1,7,69.2887537993921,"Lipophagy "," http://amigo.geneontology.org/amigo/term/GO:0061724"," HTT"
0.0840485725487146,1,7,69.2887537993921,"CAMKK-AMPK signaling cascade "," http://amigo.geneontology.org/amigo/term/GO:0061762"," HTT"
0.0840485725487146,5,691,3.5095606121255,"Cellular response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0071417"," GLP1R  PKD2  PARP1  KCNE1  PRKDC"
0.0840485725487146,1,7,69.2887537993921,"Metanephric distal tubule development "," http://amigo.geneontology.org/amigo/term/GO:0072235"," PKD2"
0.0840485725487146,1,7,69.2887537993921,"Bundle of His cell to Purkinje myocyte signaling "," http://amigo.geneontology.org/amigo/term/GO:0086028"," SCN5A"
0.0840485725487146,1,7,69.2887537993921,"Bundle of His cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086043"," SCN5A"
0.0840485725487146,1,7,69.2887537993921,"Imitative learning "," http://amigo.geneontology.org/amigo/term/GO:0098596"," HTT"
0.0840485725487146,1,7,69.2887537993921,"Observational learning "," http://amigo.geneontology.org/amigo/term/GO:0098597"," HTT"
0.0840485725487146,1,7,69.2887537993921,"Response to aldosterone "," http://amigo.geneontology.org/amigo/term/GO:1904044"," PARP1"
0.0840485725487146,2,88,11.0232108317215,"Regulation of double-strand break repair "," http://amigo.geneontology.org/amigo/term/GO:2000779"," PARP1  PRKDC"
0.0840485725487146,2,88,11.0232108317215,"Negative regulation of chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:2001251"," TNKS2  PARP1"
0.0848293532757687,5,705,3.4398672098989,"Microtubule cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0000226"," PKD2  CCNB2  CDK5R1  HTT  TUBB"
0.0848293532757687,3,250,5.82025531914894,"Transcription initiation from RNA polymerase II promoter "," http://amigo.geneontology.org/amigo/term/GO:0006367"," CCND1  CCNH  THRB"
0.0848293532757687,5,704,3.44475338491296,"Cellular cation homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0030003"," GLP1R  PKD2  CA7  HTT  CACNA1C"
0.0848293532757687,4,461,4.20842756265288,"Gland development "," http://amigo.geneontology.org/amigo/term/GO:0048732"," CCND1  PKD2  CCNB2  PRKDC"
0.0848293532757687,6,980,2.96951801997395,"Organelle assembly "," http://amigo.geneontology.org/amigo/term/GO:0070925"," PIK3C3  CCNB2  HTT  ATXN2  TUBB  PRKDC"
0.0848293532757687,2,89,10.8993545302415,"Cellular response to calcium ion "," http://amigo.geneontology.org/amigo/term/GO:0071277"," PKD2  SCN5A"
0.0848293532757687,3,250,5.82025531914894,"Regulation of cell cycle G2/M phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902749"," CCND1  CCNB3  TUBB"
0.0848293532757687,2,90,10.7782505910165,"Regulation of protein targeting "," http://amigo.geneontology.org/amigo/term/GO:1903533"," CDK5R1  KCNE1"
0.0863529756767855,2,91,10.6598082768296,"Telomere maintenance via telomere lengthening "," http://amigo.geneontology.org/amigo/term/GO:0010833"," TNKS2  PARP1"
0.0870721355035103,2,92,10.5439407955597,"Regulation of telomere maintenance "," http://amigo.geneontology.org/amigo/term/GO:0032204"," TNKS2  PARP1"
0.0870721355035103,2,92,10.5439407955597,"Artery development "," http://amigo.geneontology.org/amigo/term/GO:0060840"," PKD2  HPGD"
0.0870721355035103,2,92,10.5439407955597,"Regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901019"," PKD2  HTT"
0.0870721355035103,2,92,10.5439407955597,"Negative regulation of cation transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1904063"," PKD2  KCNE1"
0.0872861123747744,7,1286,2.6400847093081,"Cation transport "," http://amigo.geneontology.org/amigo/term/GO:0006812"," PKD2  KCND3  KCNE1  SCN5A  HTT  KCNQ1  CACNA1C"
0.0872861123747744,5,719,3.37288787618738,"Cellular ion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0006873"," GLP1R  PKD2  CA7  HTT  CACNA1C"
